"","participant.code","cityname","role","group.S_transfer","group.S_self_part","group.S_prediction","group.R_prediction","group.R_min_offer","round","group.pie_size","group.unit_value_for_S","group.unit_value_for_R","treat","treatmp","player.age","player.gender","player.riskat","player.income"
"852","u92vuc3u","S",2,45,15,40,30,20,5,60,3,1,"Receiver_TomSam","TomSam",21,0,3,4
"853","u92vuc3u","S",2,25,75,50,40,30,2,100,1,3,"Receiver_TomSam","TomSam",21,0,3,4
"854","u92vuc3u","S",2,15,45,15,30,20,4,60,1,3,"Receiver_TomSam","TomSam",21,0,3,4
"856","utghkpl3","T",1,60,40,40,24,50,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"857","utghkpl3","T",1,30,30,20,15,15,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"858","utghkpl3","T",1,40,20,20,30,30,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"859","utghkpl3","T",1,35,65,30,25,25,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"860","utghkpl3","T",1,30,30,20,20,20,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"861","utghkpl3","T",1,50,50,40,50,50,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"863","vdoaw3w0","T",1,30,30,30,30,30,6,60,1,1,"Sender_TomSam","TomSam",18,1,2,5
"864","vdoaw3w0","T",1,50,50,40,25,75,1,100,3,1,"Sender_TomSam","TomSam",18,1,2,5
"865","vdoaw3w0","T",1,50,50,50,50,50,3,100,1,1,"Sender_TomSam","TomSam",18,1,2,5
"866","vdoaw3w0","T",1,40,60,40,20,50,2,100,1,3,"Sender_TomSam","TomSam",18,1,2,5
"867","vdoaw3w0","T",1,20,40,20,20,40,4,60,1,3,"Sender_TomSam","TomSam",18,1,2,5
"868","vdoaw3w0","T",1,40,20,30,40,40,5,60,3,1,"Sender_TomSam","TomSam",18,1,2,5
"869","vihqo9j4","M",1,1,59,25,15,30,1,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"870","vihqo9j4","M",1,2,98,15,25,20,2,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"871","vihqo9j4","M",1,1,59,30,30,30,3,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"872","vihqo9j4","M",1,0,60,15,15,10,4,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"873","vihqo9j4","M",1,1,99,50,40,35,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"874","vihqo9j4","M",1,5,95,70,70,65,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"875","vnvr4fyu","S",2,60,40,60,45,30,2,100,1,1,"Receiver_SamSam","SamSam",21,1,4,4
"876","vnvr4fyu","S",2,30,70,40,40,25,5,100,1,3,"Receiver_SamSam","SamSam",21,1,4,4
"877","vnvr4fyu","S",2,40,20,20,25,20,3,60,1,1,"Receiver_SamSam","SamSam",21,1,4,4
"878","vnvr4fyu","S",2,15,45,30,18,20,6,60,1,3,"Receiver_SamSam","SamSam",21,1,4,4
"879","vnvr4fyu","S",2,45,15,30,30,20,1,60,3,1,"Receiver_SamSam","SamSam",21,1,4,4
"880","vnvr4fyu","S",2,75,25,50,70,45,4,100,3,1,"Receiver_SamSam","SamSam",21,1,4,4
"881","vr4i3gyo","M",2,50,50,50,0,0,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"882","vr4i3gyo","M",2,40,60,50,10,0,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"883","vr4i3gyo","M",2,20,40,15,10,1,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"884","vr4i3gyo","M",2,30,70,30,20,10,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"885","vr4i3gyo","M",2,10,50,25,10,0,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"886","vr4i3gyo","M",2,10,50,30,10,0,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"887","vscaptfj","T",1,15,45,15,11,9,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"888","vscaptfj","T",1,75,25,75,43,40,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"889","vscaptfj","T",1,25,75,25,15,20,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"890","vscaptfj","T",1,45,15,45,30,30,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"891","vscaptfj","T",1,50,50,50,30,25,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"892","vscaptfj","T",1,30,30,30,19,18,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"894","w7i4bewy","M",2,50,50,40,50,50,3,100,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"895","w7i4bewy","M",2,40,20,20,30,30,1,60,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"896","w7i4bewy","M",2,60,40,40,24,50,4,100,3,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"897","w7i4bewy","M",2,30,30,20,15,15,5,60,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"898","w7i4bewy","M",2,30,30,20,20,20,6,60,1,1,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"899","w7i4bewy","M",2,35,65,30,25,25,2,100,1,3,"Receiver_TomMos","TomMos",NA,NA,NA,NA
"900","wapga0vt","M",1,30,30,30,30,20,1,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"901","wapga0vt","M",1,30,70,20,30,15,2,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"902","wapga0vt","M",1,30,30,30,30,20,3,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"903","wapga0vt","M",1,20,40,20,20,5,4,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"904","wapga0vt","M",1,30,70,50,50,30,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"905","wapga0vt","M",1,50,50,60,60,40,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"907","wfdywzur","T",1,45,15,30,20,20,5,60,3,1,"Sender_TomSam","TomSam",20,1,3,3
"908","wfdywzur","T",1,30,30,30,25,20,6,60,1,1,"Sender_TomSam","TomSam",20,1,3,3
"909","wfdywzur","T",1,15,45,15,30,35,4,60,1,3,"Sender_TomSam","TomSam",20,1,3,3
"910","wfdywzur","T",1,25,75,25,45,15,2,100,1,3,"Sender_TomSam","TomSam",20,1,3,3
"911","wfdywzur","T",1,75,25,75,45,30,1,100,3,1,"Sender_TomSam","TomSam",20,1,3,3
"912","wfdywzur","T",1,50,50,50,40,45,3,100,1,1,"Sender_TomSam","TomSam",20,1,3,3
"913","wkw13b3l","T",1,50,50,50,0,10,3,100,1,1,"Sender_TomMos","TomMos",23,1,4,4
"914","wkw13b3l","T",1,35,65,60,10,10,4,100,3,1,"Sender_TomMos","TomMos",23,1,4,4
"915","wkw13b3l","T",1,15,45,30,10,10,5,60,1,3,"Sender_TomMos","TomMos",23,1,4,4
"916","wkw13b3l","T",1,10,50,30,10,10,6,60,1,1,"Sender_TomMos","TomMos",23,1,4,4
"917","wkw13b3l","T",1,30,70,30,0,10,2,100,1,3,"Sender_TomMos","TomMos",23,1,4,4
"918","wkw13b3l","T",1,30,30,30,0,30,1,60,3,1,"Sender_TomMos","TomMos",23,1,4,4
"919","wpgcvhqg","T",1,40,60,35,50,40,3,100,1,1,"Sender_TomSam","TomSam",22,1,3,4
"920","wpgcvhqg","T",1,7,93,10,40,25,2,100,1,3,"Sender_TomSam","TomSam",22,1,3,4
"921","wpgcvhqg","T",1,30,30,30,40,30,5,60,3,1,"Sender_TomSam","TomSam",22,1,3,4
"922","wpgcvhqg","T",1,20,40,20,30,20,6,60,1,1,"Sender_TomSam","TomSam",22,1,3,4
"923","wpgcvhqg","T",1,25,35,20,15,10,4,60,1,3,"Sender_TomSam","TomSam",22,1,3,4
"924","wpgcvhqg","T",1,20,80,40,60,50,1,100,3,1,"Sender_TomSam","TomSam",22,1,3,4
"925","wqq687yv","M",1,12,48,20,0,0,1,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"926","wqq687yv","M",1,25,75,25,100,100,2,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"927","wqq687yv","M",1,30,30,30,30,30,3,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"928","wqq687yv","M",1,20,40,20,60,60,4,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"929","wqq687yv","M",1,35,65,50,50,50,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"930","wqq687yv","M",1,20,80,33,0,0,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"932","x9ezojj2","T",1,0,100,50,50,25,1,100,3,1,"Sender_TomSam","TomSam",19,1,3,4
"933","x9ezojj2","T",1,0,60,30,25,18,6,60,1,1,"Sender_TomSam","TomSam",19,1,3,4
"934","x9ezojj2","T",1,0,100,50,50,30,3,100,1,1,"Sender_TomSam","TomSam",19,1,3,4
"935","x9ezojj2","T",1,0,100,40,70,20,2,100,1,3,"Sender_TomSam","TomSam",19,1,3,4
"936","x9ezojj2","T",1,0,60,20,35,15,4,60,1,3,"Sender_TomSam","TomSam",19,1,3,4
"937","x9ezojj2","T",1,0,60,30,20,10,5,60,3,1,"Sender_TomSam","TomSam",19,1,3,4
"940","xv269wao","M",1,0,60,30,20,20,1,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"941","xv269wao","M",1,0,60,10,10,10,2,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"942","xv269wao","M",1,0,100,50,30,30,3,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"943","xv269wao","M",1,0,100,20,20,25,4,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"944","xv269wao","M",1,0,100,50,0,15,5,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"945","xv269wao","M",1,0,60,30,0,10,6,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"946","y0h7lxeb","S",1,0,60,0,10,40,1,60,3,1,"Sender_SamSam","SamSam",19,1,1,4
"947","y0h7lxeb","S",1,30,30,30,10,20,6,60,1,3,"Sender_SamSam","SamSam",19,1,1,4
"948","y0h7lxeb","S",1,0,100,20,20,40,4,100,3,1,"Sender_SamSam","SamSam",19,1,1,4
"949","y0h7lxeb","S",1,50,50,50,20,20,2,100,1,1,"Sender_SamSam","SamSam",19,1,1,4
"950","y0h7lxeb","S",1,50,50,50,30,30,5,100,1,3,"Sender_SamSam","SamSam",19,1,1,4
"951","y0h7lxeb","S",1,30,30,30,10,20,3,60,1,1,"Sender_SamSam","SamSam",19,1,1,4
"952","y66q564w","M",1,0,60,30,10,1,1,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"953","y66q564w","M",1,0,60,20,5,1,2,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"954","y66q564w","M",1,0,100,50,10,5,3,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"955","y66q564w","M",1,0,100,40,1,1,4,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"956","y66q564w","M",1,0,100,50,1,1,5,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"957","y66q564w","M",1,0,60,30,1,1,6,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"958","y89vdnu0","T",1,50,50,70,0,25,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"959","y89vdnu0","T",1,50,50,80,0,10,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"960","y89vdnu0","T",1,20,40,30,0,10,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"961","y89vdnu0","T",1,30,30,40,0,10,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"962","y89vdnu0","T",1,35,65,50,0,20,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"963","y89vdnu0","T",1,50,10,50,0,10,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"964","yeghfkxe","M",1,0,60,30,0,1,1,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"965","yeghfkxe","M",1,0,100,20,0,1,2,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"966","yeghfkxe","M",1,0,60,20,0,1,3,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"967","yeghfkxe","M",1,0,60,10,0,1,4,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"968","yeghfkxe","M",1,0,100,20,0,1,5,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"969","yeghfkxe","M",1,0,100,50,0,1,6,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"970","yhjbnift","S",1,60,40,70,75,65,4,100,3,1,"Sender_SamSam","SamSam",19,1,2,4
"971","yhjbnift","S",1,30,70,25,30,20,5,100,1,3,"Sender_SamSam","SamSam",19,1,2,4
"972","yhjbnift","S",1,15,45,20,15,15,6,60,1,3,"Sender_SamSam","SamSam",19,1,2,4
"973","yhjbnift","S",1,17,43,20,15,15,1,60,3,1,"Sender_SamSam","SamSam",19,1,2,4
"974","yhjbnift","S",1,50,50,50,50,45,2,100,1,1,"Sender_SamSam","SamSam",19,1,2,4
"975","yhjbnift","S",1,30,30,30,30,30,3,60,1,1,"Sender_SamSam","SamSam",19,1,2,4
"976","yi2dxwig","S",2,15,45,15,30,35,4,60,1,3,"Receiver_TomSam","TomSam",20,1,2,4
"977","yi2dxwig","S",2,25,75,25,45,15,2,100,1,3,"Receiver_TomSam","TomSam",20,1,2,4
"978","yi2dxwig","S",2,75,25,75,45,30,1,100,3,1,"Receiver_TomSam","TomSam",20,1,2,4
"979","yi2dxwig","S",2,30,30,30,25,20,6,60,1,1,"Receiver_TomSam","TomSam",20,1,2,4
"980","yi2dxwig","S",2,45,15,30,20,20,5,60,3,1,"Receiver_TomSam","TomSam",20,1,2,4
"981","yi2dxwig","S",2,50,50,50,40,45,3,100,1,1,"Receiver_TomSam","TomSam",20,1,2,4
"983","yq2wlifh","M",2,65,35,60,28,80,4,100,3,1,"Receiver_SamMos","SamMos",22,1,3,4
"984","yq2wlifh","M",2,17,43,20,0,45,2,60,3,1,"Receiver_SamMos","SamMos",22,1,3,4
"985","yq2wlifh","M",2,30,30,30,0,30,3,60,1,1,"Receiver_SamMos","SamMos",22,1,3,4
"986","yq2wlifh","M",2,9,51,7,0,15,5,60,1,3,"Receiver_SamMos","SamMos",22,1,3,4
"987","yq2wlifh","M",2,0,0,5,10,17,1,100,1,3,"Receiver_SamMos","SamMos",22,1,3,4
"988","yq2wlifh","M",2,48,52,40,0,50,6,100,1,1,"Receiver_SamMos","SamMos",22,1,3,4
"990","yv542acj","M",2,25,35,20,10,20,1,60,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"991","yv542acj","M",2,15,45,10,20,30,2,60,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"992","yv542acj","M",2,45,55,30,20,20,3,100,1,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"993","yv542acj","M",2,25,75,15,25,50,4,100,1,3,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"994","yv542acj","M",2,75,25,60,25,25,5,100,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"995","yv542acj","M",2,15,45,30,20,20,6,60,3,1,"Receiver_MosMos","MosMos",NA,NA,NA,NA
"996","yvqskoi2","T",1,70,30,70,33,8,4,100,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"997","yvqskoi2","T",1,20,40,20,20,8,5,60,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"998","yvqskoi2","T",1,20,40,40,10,8,1,60,3,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"999","yvqskoi2","T",1,30,30,30,30,10,6,60,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"1000","yvqskoi2","T",1,30,70,30,20,10,2,100,1,3,"Sender_TomMos","TomMos",NA,NA,NA,NA
"1001","yvqskoi2","T",1,50,50,50,40,10,3,100,1,1,"Sender_TomMos","TomMos",NA,NA,NA,NA
"1003","z9gt50cf","T",1,0,60,45,10,20,5,60,3,1,"Sender_TomSam","TomSam",18,0,2,4
"1004","z9gt50cf","T",1,2,58,50,30,20,6,60,1,1,"Sender_TomSam","TomSam",18,0,2,4
"1005","z9gt50cf","T",1,0,60,15,40,20,4,60,1,3,"Sender_TomSam","TomSam",18,0,2,4
"1006","z9gt50cf","T",1,0,100,50,10,20,3,100,1,1,"Sender_TomSam","TomSam",18,0,2,4
"1007","z9gt50cf","T",1,0,100,25,50,50,2,100,1,3,"Sender_TomSam","TomSam",18,0,2,4
"1008","z9gt50cf","T",1,0,100,75,40,30,1,100,3,1,"Sender_TomSam","TomSam",18,0,2,4
"1009","zcoc1fqw","S",2,45,15,20,30,25,5,60,3,1,"Receiver_TomSam","TomSam",20,1,3,4
"1010","zcoc1fqw","S",2,50,50,50,60,50,3,100,1,1,"Receiver_TomSam","TomSam",20,1,3,4
"1011","zcoc1fqw","S",2,30,30,30,33,30,6,60,1,1,"Receiver_TomSam","TomSam",20,1,3,4
"1012","zcoc1fqw","S",2,15,45,20,40,40,4,60,1,3,"Receiver_TomSam","TomSam",20,1,3,4
"1013","zcoc1fqw","S",2,60,40,60,50,30,1,100,3,1,"Receiver_TomSam","TomSam",20,1,3,4
"1014","zcoc1fqw","S",2,30,70,50,30,30,2,100,1,3,"Receiver_TomSam","TomSam",20,1,3,4
"1016","zsy00a7b","M",1,25,35,20,10,20,1,60,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"1017","zsy00a7b","M",1,15,45,10,20,30,2,60,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"1018","zsy00a7b","M",1,45,55,30,20,20,3,100,1,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"1019","zsy00a7b","M",1,25,75,15,25,50,4,100,1,3,"Sender_MosMos","MosMos",NA,NA,NA,NA
"1020","zsy00a7b","M",1,75,25,60,25,25,5,100,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
"1021","zsy00a7b","M",1,15,45,30,20,20,6,60,3,1,"Sender_MosMos","MosMos",NA,NA,NA,NA
